chinese_name,english_names,english_descriptions,chinese_spans,csi_category_stage_1,csi_consensus_spans,csi_or_not,csi_category_stage_2
鲍汁豆腐,['braised tofu in abalone sauce'],[''],鲍汁 豆腐,1,,1,
当红炸子鸡,['deep-fried chicken with chili pepper'],[''],当红 子鸡 炸子鸡,2,,1,
腰果牛肉粒,['sauteed diced beef with cashew nuts'],[''],腰果 牛肉 粒,0,,0,
时菜炒鸡片,['sauteed sliced chicken with seasonal vegetable'],[''],时菜 炒 鸡片,0,,0,
小米金瓜粥,['millet congee with pumpkin'],[''],小米 金瓜 粥,0,,0,
雪笋花枝片,['sauteed sliced cuttleish with bamboo shoots'],[''],雪笋 花枝 片,1,,1,
沙牛铁板,['sizzling beef in satay sauce'],[''],沙牛 铁板,2,,1,
菜远牛河,['stir fried beef ho fun with choi sum'],[''],菜远 牛河,1,,1,
西红柿炒蛋,['scrambled eggs with tomato'],[''],西红柿 炒蛋,0,,0,
蒜头酱汁鸭片,['duck with garlic and mild spicy sauce'],[''],蒜头 酱汁 鸭片,1,,1,
鸡扒汤面,['chicken fillet and vegetable with noodle soup'],[''],鸡扒 汤面,1,,1,
斋香酥鸭,['vegetarian mock duck dry bean curd v'],['Served with Pancake Spring Onion and Cucumber'],斋 香酥 鸭,1,,1,
椒盐黑椒有头大虾,['king prawns in shell with black pepper in chilli and salt'],[''],椒盐 黑椒 有头 大虾,2,,1,
砂锅粉丝白菜豆腐,"['poached beancurd, chinese cabbage & vermicelli in casserole']","['Beancurd, Chinese Cabbage & Vermicelli']",砂锅 粉丝 白菜 豆腐,0,,0,
红汤圆子,['pork meatballs in tomato soup'],[''],红 汤圆 子,1,,1,
辣子肉,['sauteed pork with spicy sauce'],[''],辣子 肉,0,,0,
麻辣飘香猪蹄,['chilli pork trotters in red il iron pot s s'],['A30'],麻辣 飘香 猪蹄,1,,1,
脆炸鸡脾配薯条,['deep fried chicken leg with chips'],[''],脆 炸鸡 脾配 薯条,0,,0,
红烧石歧项鸽,['braised pigeon in soy sauce'],[''],红烧 项鸽 石歧 红烧石歧项鸽,1,红烧石歧项鸽,1,0.0
鲜椒鱼片生唐辛子胡椒渍汁,['sliced sea bass with fresh chillies'],['AND SICHUAN PEPPERCORN'],鲜椒 鱼片 生 唐辛子 胡椒 渍 汁,2,,1,
鲜椒牛柳,['sauteed beef tenderloin with bell pepper'],[''],鲜椒 牛柳,0,,0,
黑松露汁菌皇腐皮卷,['assorted mushrooms in crispy tofu rolls with black truffle sauce v'],['Please inform your host if you have any allergies food intolerances and or dietary requirements;V Vegetarian;S Spicy Chef Recommendation'],黑松 露汁菌 皇腐 皮卷,1,,1,
潮式鳕鱼锅,"['codish hotpot, chaozhou style']",[''],潮式 鳕鱼 锅,1,,1,
香茅炒羊肉,['stir fried lamb with lemon grass'],[''],香茅 炒 羊肉,1,,1,
豉椒牛柳炒河,['teppan fried ho fun topped with beef fillet in black bean chilli sauce'],[''],豉椒 牛柳 炒河,1,,1,
松露烧卖,['steamed prawn meat dumpling with black truffle'],[''],松露 烧卖,1,,1,
榨菜炒肉丝,['shredded pork with pickle'],[''],榨菜 炒 肉丝,0,,0,
糯米卷,['glutinous rice rolls'],[''],糯米 卷,0,,0,
新加坡炒饭,['singapore fried rice'],[''],新加坡 炒饭,0,,0,
唐舍红烧黑豚肉,['braised iberico pork with tiger peppers and shiitake mushroom'],[''],唐舍 红烧 黑豚 肉,1,,1,
中式大虾,['king prawn in cantonese sauce'],[''],中式 大虾,0,,0,
海南鸡饭,"['chicken rice, hainan style', 'Hainanese chicken rice']","['', '']",海南 鸡饭,0,,0,
鲍鱼珍珠鸡,['steamed glutinous rice mixed with diced abalone and chicken'],[''],鲍鱼 珍珠 珍珠鸡,1,,1,
鲜菇鸡片汤,['sliced chicken and straw mushroom soup'],[''],鲜菇 鸡片 汤,0,,0,
竹荪银耳汤,['bamboo fungus and white fungus soup'],[''],竹荪 银耳 银耳汤,0,,0,0.0
咖喱鸡片,['chicken in curry sauce'],[''],咖喱 咖喱鸡 片,0,,0,
什菜豆腐,['mixed vegetable tofu'],[''],什菜 豆腐,1,,1,
露笋珠笋,['stir fried asparagus and baby sweet corn stir fried french bean'],[''],露笋 珠笋,1,,1,
铁板鱿鱼,"['sizzling grilled calamari with onion, cumin & chilli sauce']","['Calamari, Onion, Cumin, Chilli Sauce']",铁板 鱿鱼,0,,0,
麻香鸡,['hot and spicy chicken'],[''],麻香鸡,0,,0,
大蒜烧白鳝,['braised eel with garlic '],[''],大蒜 烧 白鳝,1,,1,
海鲷清蒸红烧豉油皇香煎,['sea bass steamed with ginger and spring onion with shredded pork and chinese mushrooms'],['Braised with Oyster Sauce Spicy Hot Poached Sea Bass Slices in Chilli Oil'],海鲷 清蒸 红烧 豉油 皇香 煎,2,,1,
冬菜扣肉,['braised sliced pork belly with preserved cabbage'],"['Pork Belly, Pak Choi, Preserved Cabbage']",冬菜 扣肉,0,,0,
肉丝打卤面,['noodle with shredded pork in gravy'],[''],肉丝 卤面 打卤面,1,,1,
柠汁麒麟鸭,['roast duck in lemon sauce half'],[''],柠汁 麒麟 鸭,2,,1,
秘制猪蹄,['pig feet cooked in secret home sauce'],[''],秘制 猪蹄,1,,1,
家常大龙虾,['lobster in home style'],[''],家常 大龙 龙虾 大龙虾,0,,0,
捞面,['soup on the side lo mein'],[''],捞面,0,,0,
咸蛋蒸肉饼,['sweet and sour pork boneless'],['Sweet and Sour Pork Ribs;Pork with Cashew Nuts;Steamed Minced Pork with Salted Egg'],咸蛋 蒸 肉饼,0,,0,
鱼露白肉,['sliced boiled pork in anchovy sauce'],[''],鱼露 白肉,1,,1,
青豌豆肉丁,['sauteed diced pork with green peas'],[''],青 豌豆 肉丁,0,,0,0.0
酱肘花,['sliced pig knuckle in brown sauce'],[''],酱肘 花,0,,0,
乳猪拼盘,['roast suckling pig'],[''],乳猪 拼盘,0,,0,
蟹汤红焖狮子头,['stewed pork balls in crab soup'],[''],蟹 汤 红 焖 狮子 狮子头,1,,1,
脆炸桂鱼,['fried crispy mandarin fish'],[''],脆炸 桂鱼,0,,0,
姜葱鸡铁板,['sizzling chicken with ginger and spring onion'],['N;'],姜葱 鸡 铁板,1,,1,
泰汁煎银鳕鱼,['pan-fried codish in thai sauce'],[''],泰汁 煎 银 鳕鱼,1,,1,
日式担担面,['japanese style dan dan noodles'],[''],日式 担担面,0,,0,
沙嗲羊大虾三鲜,['lamb king prawn mixed seafood'],[''],沙嗲羊 大虾 三鲜,2,,1,
软炸虾仁,['light-fried shrimp'],[''],软炸 虾仁,0,,0,
香熏鸭腰,['smoked duck kernel'],[''],香熏 鸭腰,1,,1,
酸菜牛肉面,['pickled cabbage and beef noodles'],[''],酸菜 牛肉 牛肉面,0,,0,0.0
清汤牛排面,['beef steak noodles'],[''],清汤 牛排 面,0,,0,
美味多菌汤,['chef’s special assorted mushroom soup '],[''],美味 多菌 汤,0,,0,
蒜蓉蒸龙虾,['steamed lobster with minced garlic '],[''],蒜蓉 蒸 龙虾,1,,1,
白灼肥牛,['boiled beef slices'],[''],白灼 肥牛,1,,1,
椒盐豆腐粒,['crispy tofu cubes in salt and pepper v s'],[''],椒盐 豆腐 粒,0,,0,
叉烧腊肠鸭肝,['cantonese honey roasted pork sausage and grated foie gras'],[''],叉烧 腊肠 鸭肝,1,,1,
蒜蓉小白菜,['stir fried pak choi with garlic sauce'],[''],蒜蓉 白菜 小白菜,1,,1,
海鲜腐皮肠粉,['minced beef and quail egg cheung fun'],[''],海鲜 腐皮 肠粉,1,,1,
蜜糖柠檬鸡,['lemon and honey chicken'],[''],蜜糖 柠檬 鸡,0,,0,
咖喱肉,['curry pork'],[''],咖喱 肉,0,,0,0.0
农家酱油炒饭,['farmhouse fried rice'],[''],农家 酱油 炒饭,1,,1,
家乡红烧肉,['braised pork belly with soy sauce'],[''],家乡 红烧 烧肉 红烧肉,1,,1,
胡萝卜粉丝木耳鸡蛋水饺,['black fungus egg dumplings'],[''],萝卜 胡萝卜 粉丝 木耳 鸡蛋 水饺,1,,1,
盆盆肉,['lamb stew'],[''],盆盆肉,2,,1,
海蜇拼鲜鱿,['fried squids with jelly fish'],[''],海蜇 拼鲜 鱿,0,,0,
星加坡炒米粉,['singapore fried noodle'],[''],星加坡 炒 米粉,0,,0,
小鱼花生,['baby silver fish with peanuts'],[''],小鱼 花生,0,,0,
厨师推介,['sliced chicken in sweet and tangy sauce'],[''],厨师 推介,2,,1,
毛式红烧肉,"[""chairman mao's red braised pork""]",[''],毛式 红烧 烧肉 红烧肉,1,,1,
蒜香虾春卷,['garlic prawn spring rolls contains pork'],[''],蒜 香 虾 春卷,1,,1,
白菜豆腐丸子炖粉条,['chinese leaf tofu mix vege balls with vermicelli in clay pot'],[''],白菜 豆腐 丸子 炖 粉条,0,,0,
帝王蟹酱饺,['xo king crab dumpling'],[''],帝王 蟹 酱 饺,1,,1,
什菜肉丝汤米汤河粉汤乌冬,['vermicelli soup flat rice noodle soup'],['udon soup with shredded pork and assorted vegetables'],什菜 肉丝 汤 米汤 河粉 汤 乌冬,1,,1,
蒜香凤爪,['garlic chicken feet'],[''],蒜 香 凤爪,0,,0,
高汤鸡丝生翅,['shark fin soup with shredded chicken'],[''],高汤 鸡丝 生翅,1,,1,
鲜牛肉滑,['fresh mashed beef'],[''],鲜 牛肉 滑,0,,0,
莼菜鲈鱼烩,['stewed perch with water shield leaves'],[''],莼菜 鲈鱼 烩,1,,1,
辣子虾仁,['stir-fry shrimp with spicy sauce'],[''],辣子 虾仁,0,,0,
鲜虾大煮干丝,['house special broth with pork king prawns and shredded tofu'],[''],鲜虾 大煮 干丝,0,,0,
豉汁炒大蚬,['sauteed clam with black bean sauce'],[''],豉汁 炒大 蚬,0,,0,
香煎韭菜饺,['pan-fried jiaozi stuffed with chinese chives'],[''],香 煎 韭菜 饺,0,,0,
双笋爆安格斯牛肉片,['stir fried angus tenderloin beef with asparagus and bamboo shoot'],[''],双笋 爆 格斯 安格斯 牛肉 片,1,,1,
南瓜香芋蒸排骨,['steamed spare ribs with pumpkin and taro'],[''],南瓜 香芋 蒸 排骨,0,,0,
姜葱肉片,['pork with ginger and spring onion'],[''],姜葱 肉片,0,,0,
川式红烧鱼翅,"['braised shark fin, sichuan style']",[''],川式 红烧 鱼翅,1,,1,
泰国咖哩什菜,['mixed vegetable green curry'],[''],泰国 咖哩 什菜,1,,1,
姜葱带子拼辣汁大虾,['king prawn with chilli sauce'],[''],姜葱 带子 拼辣汁 大虾,0,,0,
马来牛腩饭,['malaysian style braised beef brisket'],[''],马来 牛腩 牛腩饭,0,,0,
宫保腰果鸡丁,['kung po chicken'],[''],宫保 腰果 鸡丁,1,,1,
古法香鸭,['crispy aromatic duck'],['Pancake spring onion cucumber and duck sauce'],古法 香 鸭,1,,1,
素菜包,['baozi stuffed with vegetables'],[''],素菜 包,0,,0,
小鱼苋菜,['boiled amaranth with silver fish'],[''],小鱼 苋菜,0,,0,0.0
油爆龙利球,['sautéed fillets of dover sole'],[''],油 爆龙利球,3,,1,
虫草鸭块汤,['duck soup with aweto '],[''],虫草 鸭块 汤,1,,1,
雀巢炒三鲜,['fried mixed seafood in a birds nest'],[''],雀巢 炒 三鲜,2,,1,
带子三鲜煲,['seafood treasure with whole garlic in casserole'],[''],带子 三鲜 煲,2,,1,
白灵菇扣裙边,['braised mushrooms with turtle rim in bowl'],[''],白灵菇 扣 裙边,1,,1,
瑶柱烩裙边,['braised turtle rim with scallops'],[''],瑶柱 烩 裙边,1,,1,
丝瓜云耳炒带子,['stir fried scallops with luffa and black fungus'],[''],丝瓜 云耳 炒 带子,0,,0,0.0
黑松露扬州炒饭,['truffle yeung chow fried rice'],[''],黑松 露 扬州 炒饭,1,,1,
天妇罗酥炸茄子,['aubergine tempura v vg'],[''],天妇 罗 酥炸 茄子,1,,1,
雪梨官燕,['stewed bird’s nest with snow pear'],[''],雪梨 官燕,1,,1,
素丁荷叶饭,['diced vegetable fried rice in lotus leaf'],['Discretionary Service Charge of will be added to;your'],素丁 荷叶 饭,0,,0,
黑胡椒牛肉电,['steak skewer in black pepper sauce grilled steak with black pepper sauce on skewers'],[''],胡椒 黑胡椒 牛肉 电,0,,0,
干煎明虾碌,['king prawns in shell cantonese sauce'],[''],干煎 明虾 碌,0,,0,
黄金雪蛤酿蟹盖,['baked crab shell stuffed with hasma and salted egg yolk'],[''],黄金 雪 蛤 酿蟹 盖,1,,1,
干豇豆炖猪蹄,['braised pig feet with dried cowpeas'],[''],干 豇豆 炖 猪蹄,0,,0,
生煎大虾,['stir fried king prawn in shell in sweet soy sauce'],[''],生 煎 大虾,0,,0,
泰国咖哩招牌,['cooked with coconut milk and fresh herbs'],['2S;Special Green Curry with Mixed Meat and Prawn'],泰国 咖哩 招牌,0,,0,
烩鸭四宝,['braised four delicacies of duck'],[''],烩 鸭 鸭四宝 四宝,1,鸭四宝,1,
椒盐焗虾球,['king prawn with salt and pepper'],['spicy dishes;nut dishes;ingredient;special dietary needs please notify the staff who will be happy to help;LYS textindd'],椒盐 焗 虾球,0,,0,
香辣龙虾夕辛味炒,['barshu fragrant and hot lobster'],[''],香辣 龙虾 夕 辛味 炒,0,,0,
芫爆肚丝,['sauteed sliced pork tripe with coriander'],[''],芫爆 肚丝,0,,0,
咖喱大虾,['king prawn curry'],[''],咖喱 大虾,0,,0,
八珍发菜扒鸭,['braised duck with assorted meat and thread moss '],[''],八珍 发菜 扒 鸭,2,,1,
杂菜星米,['singapore rice noodle with vegetables'],['contains egg'],杂菜 星米,0,,0,
翅汤青瓜虾球,['cucumber and prawn in shark fin soup'],[''],翅 汤 青瓜 虾球,1,,1,
咸鱼鸡茄子豆腐煲,['wild mushroom and mixed'],['Vegetable Hot Pot'],咸鱼 鸡 茄子 豆腐 煲,0,,0,
蒜酱牛肉,['beef with garlic and mild spicy sauce s'],[''],蒜 牛肉 酱牛肉,0,,0,
金瓜鲔鱼炒米粉,['stir-fried rice noodles with fish and pumpkin'],[''],金瓜 鲔 鱼 炒 米粉,0,,0,
宫保鱿鱼,['kung pao squid'],[''],宫保 鱿鱼,1,,1,
浓汁鱼肚,['braised fish maw soup'],[''],浓汁 鱼肚,0,,0,
甜辣大虾,['in garlic ginger spring onion sauce'],['Quick Fried King Prawn in Sweet Chilli Sauce'],甜辣 大虾,0,,0,
豉油王蒸鲈鱼,['steamed perch with black bean sauce'],[''],豉油 王蒸 鲈鱼,1,,1,
薯条,"['French fries', 'french fries']","['', '']",薯条,0,,0,
罗汉鸭片,['sliced duck with mixed vegetable'],[''],罗汉 鸭片,2,,1,
煎酿带子,['pan fried scallop stuffed with mashed prawn'],[''],煎酿 带子,1,,1,
剁椒蒸带子,['steamed scallop with chillies'],['BEAN THREAD NOODLES EACH;L'],剁 椒 蒸 带子,0,,0,
拌爽口海苔,['seaweed in sauce'],[''],拌 爽口 海苔,0,,0,
咖喱牛腩饭,['beef brisket curry with rice'],[''],咖喱 牛腩 牛腩饭,0,,0,
酸菜豆腐汤,['tofu soup with preserved greens'],[''],酸菜 豆腐 豆腐汤,0,,0,
油辔虾球,['crystal prawns'],[''],油辔 虾球,0,,0,
斋鸡椒姜葱噜咖喱,['vegetarian chicken in black bean ginger and spring onions sweet and sour curry'],[''],斋鸡椒 姜葱 噜 咖喱,1,,1,
添福招牌肠,['orient beef roast pork and prawn'],[''],添福 招牌 肠,1,,1,
姜葱鸭片,['sliced duck with ginger and spring onion'],[''],姜葱 鸭片,0,,0,
茶香鸡,['tea flavored chicken'],[''],茶香 鸡,0,,0,
米粉扣肉,['steamed sliced pork belly coated with flour'],[''],米粉 扣肉,0,,0,
三拼烧味饭,['three signature meats with rice'],[''],三拼 烧味饭,0,,0,
云南肠粉,['roasted cashew tamarind dried shrimp and coriander cheung fun'],[''],云南 肠粉,1,,1,
素烧冬瓜煲,['chinese melon with soy sauce in clay pot'],[''],素烧 冬瓜 煲,0,,0,
翠豆玉米粒,['sauteed green peas and sweet corn'],[''],翠豆 玉米 米粒 玉米粒,0,,0,
菜肉馄饨汤,['pork and vegetable wontons'],['in Superior Broth;218kcal'],菜肉 馄饨 汤,1,,1,
白灼芥兰,['sauteed chinese broccoli with cream sauce'],[''],白灼 芥兰,0,,0,
什菜芙蓉,['mixed vegetable egg foo yung'],[''],什菜 芙蓉,1,,1,
西京汤斋,['hot and sour soup veg'],[''],西京 汤斋,1,,1,
上汤水饺,['steamed prawn dumpling with chinese chives'],[''],上汤 水饺,2,,1,
板栗烧鳝段,['braised eel with chestnuts'],[''],板栗 烧鳝 段,0,,0,
芫爆散丹,"['stir-fry beef tripe with coriander', 'Stewed Sheep Belly']","['', '']",芫 爆散丹,0,,0,
猪肉虾仁,['pork and prawn p kcal'],[''],猪肉 虾仁,0,,0,
荷塘焖什菌,['stewed assorted mushrooms with lotus root'],[''],荷塘 焖 什菌,2,,1,
魔芋烧鸭,['roast duck with konjak'],[''],魔芋 烧鸭,2,,1,
蒜蓉粉丝蒸龙虾,['steamed lobster fillet with garlic and glass vermicelli'],[''],蒜蓉 粉丝 蒸 龙虾,1,,1,
榨菜牛肉,['sauteed beef with pickled vegetable'],[''],榨菜 牛肉,0,,0,
卤味下锅,['shredded pork with smoked'],['Tofu and Celery'],卤味 下锅,1,,1,
糖醋鸡块,['chicken braised in sweet and sour sauce'],[''],糖醋 鸡块,1,,1,
扣碗牛肉,['steamed beef in casserole'],[''],扣碗 牛肉,1,,1,
蒜蓉炒芥兰,['stir fried gai lan with garlic'],[''],蒜蓉 炒 芥兰,1,,1,
干锅带头虾,['griddle cooked whole king prawns with shell'],[''],干锅 带头 虾,1,,1,
木瓜海虎翅,['supreme shark fin soup with papaya'],[''],翅 海虎 木瓜海虎翅 木瓜 海虎翅,3,木瓜海虎翅 海虎翅,1,
大千子鸡,['painter daqian recipe chicken with dried chilli'],"['Chicken, Dried Chilli, Green & Red Pepper']",大千子 大千子鸡 鸡 大千,3,大千子鸡,1,-1.0
牛肉炒面面脆面,['beef chow mein soft crispy'],[''],牛肉 炒面 面脆面,1,,1,
豉汁芥兰豆腐纯素食,['kai lan chinese broccoli and tofu kcal'],['in black bean sauce VG'],豉汁 芥兰 豆腐 纯 素食,1,,1,
官保鸡丁,['gong bao chicken'],['Stir fried chicken with cashew nuts Sichuan peppercorns and chilli'],官保 官保鸡丁 鸡丁,1,官保鸡丁,1,
主食甜点,['main dish and dissert'],[''],主食 甜点,0,,0,
黑椒肉片,['sliced pork in black pepper sauce'],[''],黑椒 肉片,0,,0,
茄汁鸭块汤,['duck soup with tomato sauce'],[''],茄汁 鸭块 汤,0,,0,
鸭丝火腿汤面,['noodle soup with shredded duck and ham'],[''],鸭丝 火腿 汤面,0,,0,
鱼香芥兰,['yuxiang chinese broccoli sauteed with spicy garlic sauce'],[''],芥兰 鱼香 鱼香芥兰,1,鱼香 鱼香芥兰,1,
竹笋鲜虾饺,['prawn and bamboo shoot dumplings har gau'],[''],竹笋 鲜 虾饺,0,,0,
避风塘焗鱼云,"['braised fish head, fishermen’s style']",[''],避风塘焗鱼云 鱼云 避风塘 焗 避风,3,避风塘焗鱼云,1,-1.0
川椒酱爆和尚鱼,['monk fish with chilli sichuan sauce'],[''],川椒酱 爆 和尚 鱼,0,,0,
凤凰套餐,['phoenix set menu a per person'],[''],凤凰 套餐,0,,0,
酥炸凤尾虾件,['deep fried crispy butterfly king prawns pcs'],[''],酥炸 凤尾 虾件,2,,1,
柠檬大虾,['k lemon king prawn'],[''],柠檬 大虾,0,,0,
干锅香辣排骨,['chilli spare ribs in red il on pot s s'],[''],干锅 香辣 排骨,1,,1,
什锦辣火锅,['assorted spicy hotpot'],[''],什锦 辣 火锅,0,,0,
水果酥,['fruit puff pastry'],[''],水果 酥,0,,0,
瑶柱鸡丝烩生翅,['braised shark fin with shredded chicken and scallops'],[''],瑶柱 鸡丝 烩 生翅,1,,1,
什锦扒牛肉,['grilled beef with assorted vegetables'],[''],什锦 扒 牛肉,0,,0,
椒丝豉油,['fresh chilli in soya sauce'],[''],椒 丝豉 油,1,,1,
樱桃汁煎鸭胸,['pan-fried duck breast in cherry sauce'],[''],樱桃 樱桃汁 煎 鸭 胸,1,,1,
紫菜虾卷,['seaweed rolls stuffed with shrimps'],[''],紫菜 虾卷,0,,0,
韭菜炒豆干,['sauteed chinese chives with dried tofu'],[''],韭菜 炒豆 干,0,,0,
香叶炸鸡翅膀,['fried chicken wings'],[''],香叶 炸鸡 翅膀,1,,1,
醋溜白菜木耳,['stir fry chinese leaf and black fungus dry bean curd with chilli pepper'],[''],醋溜 白菜 木耳,0,,0,
酸梅鸭,['roast duck in plum sauce'],[''],酸梅 鸭,0,,0,
四川酸辣粉肠牛腩猪,['sichuan style spicy and sour'],['Vermicellii with Intestine Beef Brisket;Trofters'],四川 酸辣 酸辣粉 肠 牛腩 猪,1,,1,
草莓椰香燕窝,['coconut water ice nest fermented coconut dried mulberries yoghurt and mochi chilli orange sorbet'],[''],草莓 椰香 燕窝,1,,1,
三鲜小笼包,['baozi stuffed with three fresh delicacies '],[''],三鲜 小笼 小笼包,2,,1,
什菜鸡,['stir-fry chicken with assorted vegetables'],[''],什菜 鸡,1,,1,
烤羊肉串,['bbq lamb skewer'],[''],烤羊 羊肉 烤羊肉 羊肉串 烤羊肉串,0,,0,
素点心四步曲,['steamed vegetarian dim sum platter'],['(v)'],素 点心 四步 四步曲,2,,1,
鱼头砂锅,['stewed fish head in casserole '],[''],鱼头 砂锅,0,,0,
鸡汤饭,['rice with chicken soup'],[''],鸡汤 饭,0,,0,
鸭松生菜包,['minced duck lettuce wrap'],[''],鸭松 生菜 包,0,,0,
鸡血豆腐,['stewed tofu with chicken blood curd'],[''],鸡血 豆腐,0,,0,
水煮鱼片,['sliced fish fillets in hot chilli oil'],[''],水煮鱼 片,2,,1,
素干煸四季豆,['dry fried green beans'],[''],素 干煸 四季 四季豆,1,,1,
水煮鲈鱼片,['steam yellow croaker'],['THE FICTURES ARE OR REERENCE ONLY SUBJECT TO THE ACTUAL ROUCT'],水煮 鲈鱼 片,0,,0,
蒜瓣辣子鸡,['wok fried chicken dry chilli and carlic in sichuan style;a52'],[''],蒜瓣 辣子 子鸡 辣子鸡,0,,0,
蒜头酱汁肉片,['sliced pork with garlic and mild spicy sauce'],[''],蒜头 酱汁 肉片,0,,0,
蚝油茄子,['sauteed eggplant with oyster sauce'],[''],蚝油 茄子,0,,0,
